ID	Source	Source_Number	Direction	Target	Target_Number	Realizations	Examples
shift5730	spindle	4203	—	arrow	2033	2	2
shift8576	to order, command	2953	→	destiny	4419	4	4
shift1971	top/crown (of a tree)	3408	—	umbrella	504	1	1
shift6497	to get, obtain	2691	→	to become	2312	1	1
shift3982	head	1578	→	table of contents	2106	1	1
shift4071	strong	4304	→	influential person	1775	1	1
shift5673	cage	872	→	cell (in biology)	924	4	4
shift2086	owner	4576	→	husband	1694	55	55
shift0586	dog	4458	→	bad person	3496	9	9
shift2858	to tie	3302	→	strong	4304	2	2
shift2790	low (location)	263	—	secret; covert	3983	1	1
shift1940	plait, braid	396	—	mane	578	1	1
shift2008	nose	1879	→	boss	3651	1	1
shift8569	place	392	—	relation, connection	1453	1	1
shift1618	book (n.)	3647	→	note book	1885	1	1
shift2969	quick	1908	—	cunning, sly	1158	4	4
shift2445	hawthorn	1571	→	dog-rose	4459	1	1
shift5417	phosphorus	364	→	match (for fire)	605	4	4
shift3911	green	845	—	raw	1436	3	3
shift7213	good	814	→	dear, darling	4397	1	1
shift7287	twelve	3470	→	December	4401	7	7
shift2136	to speak	3193	→	to foresee	2651	4	4
shift0707	strong (of liquid or smell)	4305	→	hot-tempered	1674	5	5
shift6156	pear	328	→	pineapple	383	10	10
shift4497	cat	905	→	cat's-foot (Antennaria)	906	1	1
shift3954	word	120	—	language	154	106	106
shift0988	to thrust (into)	3299	→	to practice witchcraft	2994	1	1
shift4510	blood	3630	—	sap (of a plant)	3935	2	2
shift8369	peace	323	→	to kiss	2821	2	2
shift3460	to measure	2908	→	moderate	689	3	3
shift2846	to fly	2642	—	bird	3594	5	5
shift6263	grandfather	826	—	grandson	829	1	1
shift4036	father	1242	→	cause, reason	917	1	1
shift4060	grown-up, adult	852	→	boss	3651	1	1
shift7335	sun	4333	—	dry season	4494	2	2
shift0952	neck	1837	→	mountain ridge, edge	731	2	2
shift0980	to move quickly	2930	—	to flow	2639	7	7
shift4068	albumen, white of an egg	1966	→	protein	485	14	14
shift2533	to break (tr.)	2370	→	to subjugate	3239	2	2
shift8644	snake	4136	→	keel	1703	1	1
shift2930	to put	3025	→	to give birth	2693	2	2
shift0603	road	1486	→	sea	3970	1	1
shift1709	black	3610	→	bruise	3705	1	1
shift6966	tongue (body part)	3400	→	oar	4511	1	1
shift5441	to adorn, decorate	2223	→	to decorate, award	2497	1	1
shift0407	period of time	353	—	year	2077	2	2
shift7065	to stop moving	3229	→	to stop (intr.)	3225	2	2
shift1831	to bind	2345	→	dense, thick (liquid)	4414	2	2
shift5552	squirrel (Sciurus)	4237	→	Siberian flying squirrel	4064	18	18
shift3008	vagina	3745	→	womb	110	2	2
shift3244	to turn, rotate (tr.)	3328	→	to strike, hit	3234	1	1
shift1872	to step on	3222	→	to begin	2331	2	2
shift7510	tadpole	2111	—	mosquito larva	716	1	1
shift4615	stranger, foreign	4296	—	lier	206	1	1
shift3482	to boil (intr.)	2361	→	to grow (plants)	2723	1	1
shift0821	yellow	2079	↔	gold	807	16	16
shift0375	frozen	1392	—	beautiful	3545	1	1
shift0096	inflated	1774	→	proud	487	10	10
shift1978	to row (with oars)	3098	→	to fly	2642	2	2
shift1564	to go away	2700	→	to disappear	2525	3	3
shift6609	often	4527	—	all, whole	1972	1	1
shift1316	to go out	2708	→	to run out (of smth)	3103	4	4
shift6645	monarch	696	→	police officer	430	1	1
shift4368	cat	905	→	anchor	1991	9	9
shift2265	spicy	4198	→	sad	3912	1	1
shift6063	to draw, paint	2551	→	to photograph	2973	3	3
shift4241	together	3394	—	match	604	1	1
shift4096	kidney	1708	—	heart	1588	1	1
shift0341	to stand up	3216	→	to happen	2735	2	2
shift0472	eye	3890	→	opinion	4552	1	1
shift3898	earth, soil	3800	—	clay	997	6	6
shift7861	to wash	3355	→	to tin	3303	1	1
shift2667	blacksmith	3617	→	wizard, magician	105	7	7
shift5019	this way, like this	2177	→	yes	2081	5	5
shift5701	sphere; ball	4196	→	wheel	54	1	1
shift1953	oak	4510	—	acorn	1936	2	2
shift0728	bottom	3654	↔	buttock	3737	8	8
shift2541	big	3588	→	great	839	21	21
shift3973	blood vessel	3631	—	spring, fountain	4226	1	1
shift5308	grass	833	→	cannabis	886	5	5
shift5083	body	3640	→	son	4163	1	1
shift3440	fire	1286	→	war	9	1	1
shift2353	to live, be alive	2855	→	bread	3677	2	2
shift6994	to run	3101	→	to resemble, be alike	3073	1	1
shift4800	to lie (posture)	2848	→	to believe in	2337	6	6
shift6264	to enter	2581	—	to wear (clothes)	3365	1	1
shift2708	<furniture>	1212	→	<office>	4508	8	8
shift6336	calm	877	—	simple	4082	2	2
shift0895	trunk (of a tree)	3451	—	river-bed	1485	2	2
shift2873	low (location)	263	—	low (size)	264	18	18
shift8222	oven	4572	→	July	1198	1	1
shift2791	chameleon	938	→	hypocrite, dissembler	1701	2	2
shift1646	bone	3645	→	stone (of a fruit)	4280	10	10
shift2835	iron	1806	→	weapon	32	5	5
shift7698	blind	3624	→	temple (region of skull)	2142	2	2
shift3147	bull	3715	→	frog	1384	3	3
shift6573	to become flat	2316	→	to fall down	2605	1	1
shift6972	source (of a river)	4176	—	top/crown (of a tree)	3408	1	1
shift6384	to break (tr.)	2370	→	to answer	2228	1	1
shift8595	surface of water	4346	→	mirror	675	4	4
shift6465	acorn	1936	—	cone (fruit)	1079	1	1
shift3508	to want	3353	→	necessary	1836	6	6
shift7889	feather	1250	→	cirrus (clouds)	985	2	2
shift1808	moon	708	→	insane	1784	9	9
shift3033	blind	3624	→	mute, dumb	755	1	1
shift2994	tree	3432	→	beam	3537	1	1
shift8148	scale insect	3950	→	June	1200	5	5
shift0114	to give birth	2693	—	to cause	2410	5	5
shift4564	debt	4399	—	duty, responsibility	4504	2	2
shift4201	to drop (tr.)	2562	—	to lose	2865	1	1
shift6976	internal monologue	1801	—	to think	3293	1	1
shift5474	mountain pass	730	—	coccyx, tailbone	1022	1	1
shift6108	to learn, study	2837	→	to be tamed, domesticated	2307	1	1
shift5289	foot/leg	1340	→	hand (of a clock)	1548	1	1
shift4158	to move away	2927	→	to destroy, annihilate	2514	6	6
shift7429	good	814	→	left	183	2	2
shift7011	to raise, lift (tr.)	3037	→	to vomit	3346	1	1
shift1387	nettle (Urtica)	1849	→	small tortoise-shell (Aglais urticae)	4125	2	2
shift7641	storm	4288	→	accident	1930	1	1
shift0010	to call	2396	→	to read	3042	7	7
shift3241	<foreigner>	1210	→	syphilis	4372	7	7
shift0673	green	845	→	plant (biol.)	398	10	10
shift5337	moon	708	—	noon	1875	14	14
shift7278	sixth	4094	→	Friday	1378	1	1
shift1856	to go out	2708	→	to rise (of Moon, Sun)	3090	8	8
shift4670	rotten	1508	→	unreliable	537	1	1
shift6810	grain, seed	823	—	one piece (at counting)	4544	1	1
shift6369	grey	846	→	badger (Meles)	3501	1	1
shift6088	to catch up	2409	→	to become infected	2319	1	1
shift3264	mango	579	→	syphilis	4372	1	1
shift0948	horse	1661	→	big	3588	2	2
shift8586	grandfather	826	→	uncle (mother's brother)	509	4	4
shift1415	long (size)	246	→	long-fibred flax (Linum usitatissimum)	250	2	2
shift3342	exchange	3883	→	peace	323	1	1
shift8487	to unite	3335	→	to copulate	2462	1	1
shift8511	scorpion	3962	—	myriapod	757	1	1
shift0916	there	2166	→	then	2165	2	2
shift3189	dry	4491	→	sad	3912	1	1
shift0755	spot, stain	4220	→	place	392	3	3
shift8125	female breast	1255	—	circle	983	1	1
shift5515	birch	3592	→	fieldfare	1274	1	1
shift6477	skull	4104	—	palate	290	1	1
shift1665	food	1335	—	meat	621	11	11
shift1300	to touch	3307	→	to concern, be related to	2448	8	8
shift7252	evil spirit	3877	→	mushroom	748	2	2
shift2191	calm	877	→	cheerful	950	1	1
shift7054	trap, snare (n.)	3430	→	trick, deceit	3437	2	2
shift2664	pig (Sus scrofa)	369	→	hedgehog (Еrinaceus)	1595	13	13
shift3279	to give	2692	→	to marry off (a daughter)	2905	6	6
shift1177	to flow	2639	→	island	1808	3	3
shift0595	hook	1651	↔	fang	1232	3	3
shift5661	footprint, track	1342	→	moose	709	1	1
shift1828	hand/arm	1550	→	part	306	2	2
shift6161	weasel (Mustella nivalis)	33	→	skunk	4105	2	2
shift8041	sharp	4022	→	homosexual	1639	1	1
shift7571	nurse	1896	→	nurse (junior medical staff)	1897	1	1
shift5909	to undress (tr.)	3333	→	to rob	3094	3	3
shift6021	back of the axe head	3486	—	heel (of bread)	1598	1	1
shift0986	sack, bag	3908	→	scrotum	3968	10	10
shift5153	uncle (father's brother)	507	—	grandfather	826	3	3
shift4490	bug (Heteroptera)	3713	→	pepperwort	346	2	2
shift3383	new	1852	→	strange	4295	1	1
shift3690	sun	4333	—	sail (n.)	3920	2	2
shift3485	to hang	2733	→	to be suspended	2306	2	2
shift1428	criminal	1138	—	whore	67	2	2
shift0261	thief	2169	→	adulterer	1946	2	2
shift5587	silver	4081	→	bear (Ursus)	3539	1	1
shift2494	to blossom	2354	→	to get mouldy (musty)	2681	2	2
shift7796	brush	3706	→	fetlock	1264	1	1
shift1351	to fly away	2643	→	to die	2517	0	0
shift3473	to untie, unbind	3338	→	to let	2842	1	1
shift3510	to harness	2739	→	trap, snare (n.)	3430	1	1
shift4767	vulture	3785	→	police officer	430	1	1
shift3233	white	62	→	sober	4147	1	1
shift5895	stomach	4277	—	belly	3572	15	15
shift1217	to freeze, be cold	2657	→	to worry, be agitated	3382	1	1
shift7412	metal	643	→	silver	4081	1	1
shift1605	Romani	1492	→	to deceive	2494	2	2
shift0423	little, small	232	→	slow (adj.)	4120	1	1
shift7956	suet, fat, lard	4324	—	butter	3733	1	1
shift8084	disc	4441	→	knee-cap	1719	3	3
shift3947	dog	4458	→	horse	1661	2	2
shift7074	to touch	3307	→	to drop by	2563	1	1
shift4824	hoop	1653	—	tyre (of a car)	3474	1	1
shift2959	strength	4301	—	body	3640	1	1
shift4479	to die	2517	→	to spoil (intr.)	3197	1	1
shift0700	paper	297	→	playing cards	407	4	4
shift1169	to give	2692	→	to let	2842	21	21
shift0127	sun	4333	→	Sunday	4335	18	18
shift1255	to regret	3055	→	to revenge	3082	1	1
shift4262	swelling (on skin)	4365	→	potato	445	1	1
shift0125	woman	109	—	eunuch	3859	2	2
shift7674	<vessel>	3742	→	scatterbrain	3960	1	1
shift2857	to raise, lift (tr.)	3037	→	to bring up (children)	2381	7	7
shift6262	to cover ears	2471	→	to misunderstand	2919	1	1
shift7785	oak	4510	→	April	2021	1	1
shift0635	robbery	1488	—	greediness	843	1	1
shift0543	belly	3572	→	body	3640	4	4
shift5385	screw, screw-bolt	3967	→	joint, articulation	1193	1	1
shift8072	to burn (intr.)	2384	→	to lose colour	2867	2	2
shift2042	lean	178	—	infertile (soil)	1772	9	9
shift0110	dry	4491	→	emotionless	3834	10	10
shift1358	joint, articulation	1193	→	generation	776	5	5
shift3631	to ripen	3089	—	to ferment, yeast	2623	1	1
shift2260	to fall down	2605	→	to coincide	2437	11	11
shift4939	evening	3871	→	party, soiree	309	10	10
shift0819	to tread	3313	→	to oppress	2952	2	2
shift6110	to sit	3160	→	to be angry	2255	1	1
shift8260	other	4567	—	husband / wife	1695	1	1
shift4984	hare (Lepus)	1562	→	gay	773	1	1
shift8355	flank (body part)	1310	→	spleen (anat.)	4210	3	3
shift3216	to extinguish	2596	→	to close one's eyes	2434	1	1
shift4430	umbrella	504	→	circular halo	984	1	1
shift6776	chatter, idle talk	946	—	false, wrong	1222	1	1
shift6479	backwards	3492	—	earlier	3794	2	2
shift0924	left	183	→	East	3803	2	2
shift4337	to approach suddenly	2233	—	to attack	2243	3	3
shift3955	mute, dumb	755	→	talkative person	2120	1	1
shift0565	to come	2439	→	to have experience	2748	1	1
shift3939	middle	652	—	waist	5	8	8
shift0738	to lead	2834	→	to behave	2333	6	6
shift4976	yard, courtyard	2075	—	page	283	1	1
shift1929	to cool down (intr.)	2460	→	to die	2517	1	1
shift0280	to pull, to draw	3018	→	to get a cramp, spasm	2670	1	1
shift5602	bear (Ursus)	3539	→	mole (Talpa)	694	4	4
shift3734	to hear / to listen	2759	→	to remember	3063	6	6
shift0462	eye	3890	→	loop	253	11	11
shift6516	bumblebee	3719	—	horse-fly (Tabanidae)	1663	1	1
shift1677	deep	4404	→	saturated (of colour)	3943	9	9
shift8431	red	1444	→	very	3761	1	1
shift7863	lead, plumbum	173	—	laxative	167	1	1
shift7872	awl	2068	→	icicle	1732	1	1
shift5434	to break (tr.)	2370	→	split (gymnastics)	4213	2	2
shift3318	hand/arm	1550	→	handwriting	1553	7	7
shift4214	grass	833	→	to pasture, shepherd	2962	2	2
shift4235	son	4163	↔	child	957	19	19
shift7219	bear garlic	3540	—	onion	4546	1	1
shift7036	goat	803	→	shrimp, prawn	4059	1	1
shift5756	mist, fog	683	—	smoke	4130	32	32
shift2848	big	3588	→	high (size), tall	1624	5	5
shift2249	far away	1233	—	long ago	248	4	4
shift1252	to pinch	2976	→	to steal	3220	2	2
shift5227	grandfather	826	→	ancestor	1990	15	15
shift6137	nest (n.)	1846	—	prison	467	1	1
shift5476	trench	3433	→	afterbirth, placenta	1953	1	1
shift3931	necessary	1836	→	toilet	3395	2	2
shift5007	garden	766	→	kindergarten	1712	12	12
shift5265	stallion	4243	→	idler, loafer	1736	1	1
shift1314	pig (Sus scrofa)	369	→	glutton	798	2	2
shift4801	open (adj.)	4548	—	tactless	2110	1	1
shift1066	to reach	3040	→	to suffice, be enough	3247	9	9
shift2013	willow	85	→	young people	2092	1	1
shift7905	textile, cloth	2162	→	clothes	1005	3	3
shift2850	to become visible	2327	—	to seem	3122	3	3
shift3798	fishing float (bobber)	1303	—	Boletus edulis	3644	1	1
shift1454	to search, look for	3120	—	to choose	2427	1	1
shift0826	to tan (hides)	3282	→	suntanned	4340	2	2
shift0197	to fly away	2643	→	to evaporate, exhale	2587	2	2
shift5529	field	1271	→	fieldfare	1274	2	2
shift8033	to work	3380	→	to try, to attempt	3318	1	1
shift6328	evil spirit	3877	→	cobalt (metal)	1021	3	3
shift3377	big	3588	→	proud	487	1	1
shift6842	firewood	1294	→	fool	1336	1	1
shift2498	bitter	3607	→	pain	284	1	1
shift5867	devil, satan	4422	→	dragonfly	4476	1	1
shift8589	bullet	3716	→	belemnite	3567	1	1
shift6685	arbalest, crossbow	2023	→	leaf spring	176	1	1
shift1208	cheek	948	—	nose	1879	1	1
shift3313	ten thousand	2145	—	many, much	584	4	4
shift4623	to slide	3171	→	to fail	2600	1	1
shift6907	tongue (body part)	3400	→	lily-of-the-valley (Convallaria majalis)	216	1	1
shift0188	flexible	1319	—	compliant, pliable	1073	10	10
shift4030	father	1242	—	elder	3819	7	7
shift3587	new	1852	→	moon	708	1	1
shift1832	to tie	3302	→	to form the fruit (of plant)	2655	2	2
shift0307	to look	2860	→	to depend	2507	1	1
shift7259	to pull ashore	3015	—	to remove from fire	3066	1	1
shift5923	bird	3594	—	sparrow	4187	8	8
shift2588	to chew	2425	→	to think	3293	1	1
shift2510	leaf	174	→	crucian	1150	1	1
shift7833	to sit down	3161	→	to land (of plane, bird etc.)	2830	2	2
shift6921	fence	1259	—	curtain	1165	1	1
shift0304	foot/leg	1340	→	step, pace	4257	3	3
shift4390	spawn, roe	4189	—	calf of a leg	875	13	13
shift8533	East	3803	→	North	1877	1	1
shift5954	sign, designation	4076	—	shooting target	4046	2	2
shift1503	front part	1389	→	beginning	3564	4	4
shift4761	air	1961	→	aër (veil covering vessels in the Orthodox Church)	1950	1	1
shift0579	sky	4106	—	year	2077	1	1
shift1321	<fruit>	1211	→	swelling (on skin)	4365	4	4
shift3880	to end, finish	2577	—	to marry	2904	1	1
shift1782	raw	1436	→	false, wrong	1222	2	2
shift2585	to hope	2772	—	to ask (for)	2238	1	1
shift1305	ear	3792	→	hare (Lepus)	1562	2	2
shift6446	to untwist, unscrew (intr.)	3339	→	to become sober	2322	1	1
shift0111	to shake	3136	→	to distort	2538	1	1
shift0463	eye	3890	→	bud (on a twig)	3712	13	13
shift1898	lung	272	↔	liver	236	37	37
shift4951	to lose one's way	2872	→	to menstruate	2913	1	1
shift2910	thin (of an object)	2172	→	sparse	4188	3	3
shift6916	turkey	3465	→	fool	1336	6	6
shift7882	weak	28	→	open (adj.)	4548	1	1
shift6158	pockmarked	418	→	pineapple	383	1	1
shift0688	to get on well, be on good terms	2685	—	to suit (of clothes)	3248	2	2
shift2110	drunk	4488	→	great bilberry (Vaccinium uliginosum)	840	2	2
shift3493	sign, designation	4076	→	miracle	674	3	3
shift0745	to disappear	2525	→	to die	2517	8	8
shift5195	dog	4458	—	ugly, unpleasant	502	1	1
shift3833	spotted	4221	—	fly agaric (Amanita muscaria)	1328	4	4
shift0768	white	62	—	clean (adj.)	998	6	6
shift7446	sucker-fish (Catostomidae)	4321	→	February	1252	1	1
shift3780	expensive	3885	→	Boletus edulis	3644	3	3
shift1784	hair	1541	→	happiness, luck	1554	1	1
shift8168	mother	720	—	companion, partner	1067	1	1
shift1368	foot	1338	→	unit of length	528	4	4
shift0847	wizard, magician	105	→	doctor, physician	4456	3	3
shift0057	boy	3666	→	servant	3997	43	43
shift5878	to differ, to make distinction	2518	—	to discriminate, to treat improperly	2529	2	2
shift4362	voice	3778	—	sound	4173	16	16
shift4786	milk	657	—	female breast	1255	3	3
shift6007	beard	3541	→	awn	2069	2	2
shift4843	to feel pity	2617	—	to die	2517	1	1
shift3520	stranger, foreign	4296	→	other	4567	1	1
shift8018	face	1214	→	to resemble, be alike	3073	2	2
shift0677	tailor's thimble	2116	→	foxglove (Digitalis L.)	1361	15	15
shift5754	dew	4424	—	steam, vapour	4251	1	1
shift0630	glass (material)	791	—	window	89	14	14
shift7647	to clean	2428	→	to flog	2638	1	1
shift8556	surprising	4350	→	beautiful	3545	2	2
shift4021	crossroads	1145	—	mouth (of a river)	736	1	1
shift2039	straight	4292	→	ordinary, common	4559	1	1
shift0536	horn	1657	→	peak of mountain	326	4	4
shift1426	bitter	3607	—	salty	3931	2	2
shift2919	weasel (Mustella nivalis)	33	—	mouse	733	1	1
shift4458	star	4247	→	letter (character)	199	1	1
shift2527	feather	1250	→	leaf	174	2	2
shift7895	miracle	674	→	to be surprised	2305	6	6
shift7380	new year	1853	→	January	1176	7	7
shift2167	to spring, jump	3201	→	to shrink (of textile)	3153	2	2
shift2118	to love	2874	—	to let	2842	1	1
shift6772	to come	2439	→	to seem	3122	1	1
shift3256	winter	94	↔	cold	1032	9	9
shift7968	corner	1100	→	diamonds (in cards)	4429	2	2
shift8010	newborn baby	1855	—	young growth	2091	1	1
shift1000	trunk (of a tree)	3451	→	barrel (of a gun)	3518	4	4
shift3756	breathing	3683	—	sigh	4075	1	1
shift5223	still (adv.)	4269	→	nevertheless	1851	3	3
shift6434	word	120	→	rumour	1522	1	1
shift6656	mad	563	→	wild, untamed	82	1	1
shift5512	to hide (tr.)	2764	↔	thief	2169	7	7
shift2386	heart	1588	→	to be angry	2255	3	3
shift4018	stump (of tree)	4311	—	beehive	3558	1	1
shift7114	digit (mathematics)	4434	—	problem (mathematics)	469	1	1
shift5897	waist	5	→	girth	787	1	1
shift3021	apple	2018	→	knee	1718	1	1
shift0260	to float	2637	—	to soar	3185	11	11
shift8637	seven	3999	→	Pleiades	410	6	6
shift3499	to nomadize	2941	→	<ethnic group>	3786	1	1
shift0003	to find	2627	→	to have opinion	2752	14	14
shift1045	side (n.)	4071	→	cheek	948	1	1
shift5582	sable	3906	→	dog	4458	1	1
shift1008	saddle	3913	→	saddleback	3914	2	2
shift3082	fireplace	1293	↔	fire	1286	7	7
shift8490	frigidity	1382	—	cold	1032	1	1
shift2607	to go out	2708	→	to manage to do smth	2903	1	1
shift0187	neck	1837	→	pride	461	2	2
