NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CERTAINTY	GLOSS_IN_SOURCE	DEFINITION	ALIAS	DOMAIN
2696	smoke hole in a tent-like home				smoke hole in a tent-like home			N/a
2697	smooth	1234	SMOOTH	100	smooth			Tactile quality
2698	smooth snake				smooth snake	Coronella austriaca, is a species of non-venomous snake		N/a
2699	smut (plant disease)			100	smut (plant disease)			Plants
2700	snail	1543	SNAIL	100	snail			Animals
2701	snake	730	SNAKE	100	snake			Animals
2702	snipe (Gallinago)			100	snipe (Gallinago)			Animals
2703	snot	208	NASAL MUCUS (SNOT)	100	snot			Natural objects
2704	snout	2200	SNOUT	19	snout			N/a
2705	snow	784	SNOW	100	snow			Natural objects
2706	snow bunting				snow bunting	bird Plectrophenax nivalis		N/a
2707	snow-crust				snow-crust			N/a
2708	snowball tree, guelder-rose, viburnum			100	snowball tree, guelder-rose, viburnum			Plants
2709	snub-nosed				snub-nosed			N/a
2710	snuff (tobacco)				snuff (tobacco)			N/a
2711	soaked in sauce			100	soaked in sauce			N/a
2712	sober	69	SOBER	100	sober			Other physical
2713	socialist or communist				socialist or communist			N/a
2714	sock	1522	SOCK	19	sock	knitted or woven covering for the foot		N/a
2715	sod (stratum of soil)				sod (stratum of soil)			N/a
2716	soft (adj.)	1856	SOFT	100	soft (adj.)			Tactile quality
2717	soldering iron				soldering iron	hand-held tool with a heated tip, used to melt and apply solder		N/a
2718	soldier	1941	SOLDIER	100	soldier			Human being
2719	soldier	1941	SOLDIER	100	soldier			Human being
2720	soldier (plan, Stratiotes)			100	soldier (plan, Stratiotes)			Plants
2721	soldier who is approaching demobilization				soldier who is approaching demobilization			N/a
2722	sole (of shoe)	2666	SOLE (FOOT)	11	sole (of shoe)	bottom part of the shoe		Artifacts
2723	sole, unique			100	sole, unique			Non-physical
2724	solid crust on snow				solid crust on snow	solid crust formed on snow after thawing and refreezing		N/a
2725	solid, entire, continuous	3003	SOLID	15	solid, entire, continuous			N/a
2726	some	1241	SOME	19	some			N/a
2727	something bad			100	something bad			Natural objects
2728	son	1620	SON	100	son			Human being
2729	son-in-law	1056	SON-IN-LAW	19	son-in-law			N/a
2730	song	1096	SONG	19	song			N/a
2731	sonorous				sonorous			N/a
2732	soon	703	SOON	100	soon	of an event that occurs after a short period of time		Time
2733	sooner				sooner			N/a
2734	soot	830	SOOT	100	soot			Natural objects
2735	sorghum	347	SORGHUM	19	sorghum	grass species Sorghum bicolor cultivated for its grain		N/a
2736	sorrel				sorrel	plant (Rumex acetosa)		N/a
2737	soul	811	SOUL	100	soul			Abstract entities
2738	sound	2879	SOUND (OF INSTRUMENT OR VOICE)	100	sound			Abstract entities
2739	sound of a kiss				sound of a kiss			N/a
2740	sour	1906	SOUR	100	sour			Taste
2741	source (of a river)	849	SPRING (OF WATER)	11	source (of a river)			N/a
2742	sourdough				sourdough	type of bread dough leavened with yeast and lactobacilli that produce acids giving a sour taste		N/a
2743	soured milk				soured milk			N/a
2744	South	1595	SOUTH	17	South	None		Space
2745	space			100	space			N/a
2746	spacious				spacious			N/a
2747	spade, shovel			100	spade, shovel			Artifacts
2748	spades (in cards)			100	spades (in cards)			Abstract entities
2749	spark	518	SPARK	100	spark			Natural objects
2750	spark plug				spark plug			N/a
2751	sparkling wine				sparkling wine	wine that is effervescent because of dissolved carbon dioxide; either because of fermentation in bottle or by physical carbonation		N/a
2752	sparrow	1854	SPARROW	19	sparrow			N/a
2753	sparse	207	SPARSE	100	sparse			Other physical
2754	spawn, roe	2227	SPAWN (VERB)	15	spawn, roe			N/a
2755	spawning			100	spawning			N/a
2756	spear	945	SPEAR	100	spear			Artifacts
2757	spectacles	1898	SPECTACLES	100	spectacles			Artifacts
2758	speech	1115	SPEECH	100	speech			Abstract entities
2759	speed, velocity				speed, velocity			N/a
2760	sperm	1505	SPERM	100	sperm			Natural objects
2761	sphere; ball			100	sphere; ball			Natural objects
2762	spice				spice	aromatic or pungent plant matter (usually dried) used to flavour food		N/a
2763	spicy	544	SPICY	100	spicy			Taste
2764	spider	843	SPIDER	100	spider			Animals
2765	spider web	1065	SPIDER WEB	100	spider web			N/a
2766	spinach (Spinacia)	975	SPINACH	11	spinach (Spinacia)			N/a
2767	spinal cord				spinal cord	a thick, whitish cord of nerve tissue which is a major part of the vertebrate central nervous system. It extends from the brain stem down through the spine, with nerves branching off to various parts of the body		N/a
2768	spindle	277	SPINDLE	100	spindle			Artifacts
2769	spindle (Euonymus)			100	spindle (Euonymus)			Plants
2770	spine, backbone	805	SPINE	19	spine, backbone	series of bones situated at the back from the head to the pelvis of a human, or from the head to the tail of an animal, enclosing the spinal cord and providing support for the thorax and abdomen		N/a
2771	spineless person				spineless person			N/a
2772	spiral				spiral			N/a
2773	spirit (supernatural being)	53	SPIRIT	11	spirit (supernatural being)	None		Abstract entities
2774	spit, saliva	1503	SALIVA	19	spit, saliva			N/a
2775	spleen (anat.)	1744	SPLEEN	100	spleen (anat.)			Body parts
2776	splinter (group of people)				splinter (group of people)	group that formed by splitting off from a larger membership		N/a
2777	splinter (wood fragment)				splinter (wood fragment)	long, sharp fragment of material, often wood.		N/a
2778	split (gymnastics)	1437	SPLIT	11	split (gymnastics)	the acrobatic feat of spreading the legs flat on the floor 180 degrees apart, either sideways to the body or with one leg in front and one behind, thus lowering the torso completely to the floor in an upright position		N/a
2779	spoke of wheel				spoke of wheel			Artifacts
2780	sponge			100	sponge	any of various aquatic invertebrates of the phylum Porifera, that have a porous skeleton often of silica		Animals
2781	spool				spool			N/a
2782	spoon	1378	SPOON	100	spoon			Artifacts
2783	spot of reflected light			100	spot of reflected light	moving light spot reflected from a moving glass or mirror		Natural objects
2784	spot, pip (on playing cards or dice)			100	spot, pip (on playing cards or dice)			Abstract entities
2785	spot, stain			100	spot, stain			Natural objects
2786	spotted			100	spotted			N/a
2787	spout of vessel				spout of vessel			N/a
2788	spring (mechanical device)	1537	SPRINGTIME	11	spring (mechanical device)	mechanical device made of flexible or coiled material that exerts force and attempts to spring back when bent, compressed, or stretched		N/a
2789	spring (season)	1537	SPRINGTIME	100	spring (season)			Time
2790	spring ice drift				spring ice drift			N/a
2791	spring, fountain	849	SPRING (OF WATER)	100	spring, fountain			Natural objects
2792	sprout	2076	SPROUT (VERB)	19	sprout	new growth on a plant, whether from seed or other parts		N/a
2793	spruce (Picea)	545	SPRUCE	100	spruce (Picea)			Plants
2794	spur (for horse)				spur (for horse)	rigid implement, often roughly y-shaped, that is fixed to one&#39;s heel for the purpose of prodding a horse		N/a
2795	spur of mountain				spur of mountain			N/a
2796	spurge (Euphorbia)			100	spurge (Euphorbia)			Plants
2797	spy			100	spy			N/a
2798	square (geometrical)	850	SQUARE	11	square (geometrical)			N/a
2799	square (in a town)	850	SQUARE	11	square (in a town)	None		Space
2800	squid				squid	any of several carnivorous marine cephalopod mollusks, of the order Teuthida, having a mantle, eight arms, and a pair of tentacles		N/a
2801	squint-eyed	87	SQUINT-EYED	100	squint-eyed			Other physical
2802	squirrel (Sciurus)	1628	SQUIRREL	100	squirrel (Sciurus)			Animals
2803	St. Andrew				St. Andrew	Andrew the Apostle, an apostle of Jesus according to the New Testament		N/a
2804	stable	3403	HORSE BARN	19	stable			N/a
2805	stage, phase			100	stage, phase			Abstract entities
2806	stairs, ladder	1464	LADDER	15	stairs, ladder	None		Artifacts
2807	stale				stale	not fresh		N/a
2808	stallion 	936	STALLION	15	stallion			N/a
2809	stamen			100	stamen			N/a
2810	stammerer			100	stammerer			Human being
2811	standart-bearer			100	standart-bearer			N/a
2812	star	1430	STAR	100	star			Natural objects
2813	starfish	3032	STARFISH	19	starfish	echinoderms (not in fact fish) with usually five arms, many of which eat bivalves or corals by everting their stomach		N/a
2814	state (sovereign polity)	2955	STATE (POLITICS)	11	state (sovereign polity)			N/a
2815	state, situation	2955	STATE (POLITICS)	15	state, situation	None		N/a
2816	steam, vapour	1193	STEAM	15	steam, vapour			N/a
2817	steel	2343	STEEL	19	steel			N/a
2818	steep	2717	STEEP	100	steep			Other physical
2819	stem (of a plant)	2628	PLANT STEM	100	stem (of a plant)			Plants
2820	stench			100	stench			Natural objects
2821	step (of a staircase, step-ladder)	1158	STEP	100	step (of a staircase, step-ladder)			Artifacts
2822	step, pace			100	step, pace			Space
2823	stepfather	237	STEPFATHER	100	stepfather			N/a
2824	stepmother	236	STEPMOTHER	19	stepmother			N/a
2825	steppe polecat (Mustela eversmanii)				steppe polecat (Mustela eversmanii)	a species of mustelid native to Central and Eastern Europe and Central Asia		N/a
2826	steppe, plain	652	PLAIN	100	steppe, plain			Natural objects
2827	stepson	1059	STEPSON	100	stepson			Human being
2828	sterile			100	sterile			N/a
2829	sterlet				sterlet	Acipenser ruthenus, relatively small species of sturgeon from Eurasia native to large rivers that flow into the Black Sea, Azov Sea, and Caspian Sea, as well as rivers in Siberia as far east as Yenisei		N/a
2830	stern				stern	rear part or after end of a ship or vessel		N/a
2831	sternum, breastbone	2810	BREASTBONE	15	sternum, breastbone	long flat bone located in the central part of the chest. It connects to the ribs via cartilage and forms the front of the rib cage		N/a
2832	stick (n.)	1295	STICK	100	stick (n.)			Natural objects
2833	sticky	3703	STICKY	19	sticky			N/a
2834	still (adv.)	2919	STILL (CONTINUING)	11	still (adv.)	up to a time, as in the preceding time		N/a
2835	sting (n.)	3798	STINGER	12	sting (n.)			N/a
2836	stingray	1910	STINGRAY	19	stingray			N/a
2837	stingy	1774	STINGY	19	stingy	unwilling to spend or give		N/a
2838	stirrup			100	stirrup			Artifacts
2839	stitch				stitch	single pass of a needle in sewing; the loop or turn of the thread thus made		N/a
2840	stoker				stoker	person who stokes, especially one on a steamship or steam train, who stokes coal in the boilers		N/a
2841	stolen				stolen			N/a
2842	stomach	819	STOMACH	100	stomach			Body parts
2843	stone (material)	857	STONE	11	stone (material)	hard earthen substance that can form large rocks		N/a
2844	stone (of a fruit)	1762	STONE (OF FRUIT)	100	stone (of a fruit)			Natural objects
2845	stone (of a fruit)	1762	STONE (OF FRUIT)	100	stone (of a fruit)			Plants
2846	stone (piece of rock)	857	STONE	11	stone (piece of rock)	None		Natural objects
2847	stone in a ring				stone in a ring			N/a
2848	stone loach (Barbatula barbatula)				stone loach (Barbatula barbatula)			N/a
2849	stop, stand (n.)			100	stop, stand (n.)			Abstract entities
2850	stopper, plug			100	stopper, plug			Artifacts
2851	storehouse; depo	3399	WAREHOUSE	100	storehouse; depo			Artifacts
2852	stork (Ciconia)	3724	STORK	100	stork (Ciconia)			Animals
2853	storm	858	STORM	100	storm			Natural objects
2854	stormy (of weather)				stormy (of weather)			Other physical
2855	story	2060	STORY	100	story			N/a
2856	stove	859	STOVE	100	stove			Artifacts
2857	straight	1404	STRAIGHT	100	straight			Other physical
2858	strain (microbiology)	940	STRAIN	11	strain (microbiology)			N/a
2859	strait	1661	STRAIT	100	strait			Natural objects
2860	strange	600	STRANGE	100	strange			Non-physical
2861	stranger, foreign	791	STRANGER	100	stranger, foreign			Interpersonal relations
2862	strangles (equine distemper)				strangles (equine distemper)	contagious upper respiratory tract infection of horses		N/a
2863	straw	2299	STRAW	19	straw	dried stalk of a cereal plant		N/a
2864	strawberry (Fragaria moschata)	3138	STRAWBERRY	11	strawberry (Fragaria moschata)			Plants
2865	street	1362	STREET	100	street			Space
2866	strength	202	STRENGTH	100	strength			Abstract entities
2867	strike of lightning				strike of lightning	None		Physical processes
2868	string (of a musical instrument)			100	string (of a musical instrument)			Artifacts
2869	strong	785	STRONG	100	strong			Other physical
2870	strong (of liquid or smell)	510	STRONG EFFECT	100	strong (of liquid or smell)			Taste
2871	strong (wind, frost)			100	strong (wind, frost)			Tactile quality
2872	strong man (?)			100	strong man (?)			Human being
2873	stubborn	3634	STUBBORN	19	stubborn			Evaluation
2874	stubborn person			100	stubborn person			Human being
2875	stuffy, close			100	stuffy, close			Other physical
2876	stump (of tree)	241	TREE STUMP	100	stump (of tree)			Natural objects
2877	stupid	1518	STUPID	100	stupid			Non-physical
2878	sty (on the eye)			100	sty (on the eye)			Natural objects
2879	subject (education)				subject (education)			N/a
2880	subject (grammar)				subject (grammar)			N/a
2881	subordinate (n.)				subordinate (n.)			N/a
2882	substance			100	substance			Natural objects
2883	substitution				substitution	replacement for something that achieves a similar result or purpose		N/a
2884	succesful				succesful			Non-physical
2885	sucker (botany)	546	SUCKER	100	sucker (botany)			Plants
2886	sucker-fish (Catostomidae)				sucker-fish (Catostomidae)	family of freshwater fishes in North America		N/a
